term,term_count,doc_count
lead_poisoning,11,6
lead_time,11,9
lease_agreement,11,10
least_four,11,11
least_one_of_quality,11,7
least_one_outcome_measure,11,8
least_one_schedule_ii,11,8
least_part,11,11
legal_issues,11,9
legal_representatives,11,11
legal_services,11,9
legally_authorized_representative,11,5
legend,11,10
legs,11,6
less_cost,11,11
less_every,11,11
less_expensive,11,10
less_per,11,11
less_six,11,8
level_c,11,6
level_established,11,9
level_ii_services,11,4
level_of_intensity_of,11,11
level_risk_standardized_payment,11,6
license_means,11,11
licensed_certified_registered,11,9
licensed_clinical,11,9
licensed_counselor,11,8
licensed_effective,11,7
licensed_otherwise_authorized_engage,11,8
licensed_practitioners,11,11
licensed_psychiatric,11,8
licensed_psychologists,11,9
licensure_renewal,11,9
life_safety_code_lsc,11,11
limit_ability,11,11
limited_advanced_life_support,11,7
limited_medicaid,11,11
limited_period_of_time,11,11
limited_resources,11,10
listed_proposed,11,10
little_impact,11,10
lived,11,10
living_environment,11,10
loaded,11,9
local_control,11,4
local_funds,11,8
local_medical,11,7
local_tribal_governments,11,10
local_tribal_regional_state,11,5
located_county,11,11
located_states,11,9
loops,11,11
louisiana,11,10
low_level,11,10
low_volume_threshold_applies,11,4
lower_payment,11,11
lower_quality,11,7
lower_rate,11,8
lower_threshold,11,11
ltcfs,11,6
ltch_compare,11,3
ltss_supports_coordinator,11,6
lumbar_cervical,11,2
lumbar_spine,11,5
lwr,11,2
ma_hmp,11,6
ma_payment_adjustment_year,11,6
made_aware_of,11,11
made_medicaid,11,11
made_minor,11,11
made_opps,11,11
made_significant,11,9
magi_based_income,11,6
magnetic_resonance_angiography,11,9
mails,11,9
maintain_documentation_of,11,9
maintain_relativity,11,10
maintained_mdhhs_website_refer,11,11
maintaining_cy,11,9
major_cost_categories,11,4
majority_of_hospitals,11,10
majority_of_members,11,8
make_anatomical_gift,11,6
make_decisions_healthcare_along,11,11
make_single_payment,11,11
make_specific,11,10
making_conforming,11,11
making_payment,11,10
making_recommendations,11,11
making_report,11,7
malnutrition_screening,11,3
manage_care,11,11
manage_patient's,11,10
managed_care_delivery_system,11,9
management_plan,11,11
management_portal,11,8
manner_time,11,10
manual_instructions,11,11
manufacturer_distributor,11,7
manufacturer_submitted,11,9
many_stakeholders,11,11
many_times,11,11
map_hospital,11,7
map_ms,11,8
march_federal_register,11,10
march_update_of,11,7
margin_of_error,11,4
markers,11,6
market_basket_increase_mfp,11,9
marking,11,9
massage,11,9
master’s_level,11,8
material_compound_mixture_preparation,11,6
maternal_risk_identifier,11,4
maternity_outpatient_medical_services,11,11
maturity_of,11,10
max,11,7
maximum_amount,11,10
maximum_sharing_rate,11,4
may_access,11,11
may_already,11,11
may_consist_of,11,11
may_counted,11,9
may_determine,11,10
may_eligible_treatment_using,11,7
may_extend,11,7
may_federal_register,11,10
may_filed,11,11
may_give,11,11
may_given,11,11
may_held,11,10
may_higher,11,11
may_improve,11,10
may_issued,11,10
may_notify,11,10
may_prescribe,11,9
may_punished,11,8
may_receive_payments_fys,11,3
may_reviewed,11,11
may_suspend,11,10
may_unable,11,10
may_waived,11,9
may_wish,11,11
mcc_list_fy_table,11,6
mci,11,6
mco_pihp_pahp_network,11,6
mco_pihp_pahp_performance,11,5
mcr,11,7
mdd,11,5
mde,11,8
mdh_classification,11,3
mdhhs_afp_section,11,10
mdhhs_recognizes,11,11
meal_service,11,8
meaningful_ehr_user_rule,11,7
meaningful_use_attestations,11,8
meaningful_use_objective_eps,11,2
means_least,11,10
means_part,11,4
means_patient,11,9
measurable_improvement,11,11
measure_claims_based,11,11
measure_collected,11,10
measure_drug_regimen_review,11,6
measure_electronic_health_record,11,9
measure_however,11,11
measure_iii_exclusion_accordance,11,2
measure_measures,11,11
measure_reports,11,10
measure_requires,11,10
measure_s,11,8
measure_specific,11,11
measure_title,11,9
measurements_of,11,11
measures_beyond_measure_concept,11,6
measures_domain,11,5
measures_eligible,11,9
measures_previously,11,10
measures_support,11,11
measures_total,11,8
medicaid_capitation_rates,11,3
medicaid_children's,11,11
medicaid_contract_gf_contract,11,6
medicaid_documentation,11,7
medicaid_eligible_individuals,11,10
medicaid_financial,11,9
medicaid_health,11,10
medicaid_healthy_michigan,11,8
medicaid_incentive,11,10
medicaid_managed_care_program,11,10
medicaid_manual,11,9
medicaid_private,11,10
medicaid_provider_manual_mdhhs,11,11
medicaid_purposes,11,9
medicaid_reimbursement_rates,11,6
medicaid_standards,11,9
medical_care_advisory_committee,11,8
medical_center,11,9
medical_clearance,11,6
medical_equipment_supplies_appliances,11,7
medical_evidence,11,8
medical_first_responder,11,4
medical_insurance_program,11,11
medical_necessity_requirements,11,9
medical_practices,11,10
medical_procedure,11,11
medical_professionals,11,11
medical_record_services,11,8
medical_services_provided,11,11
medical_status,11,11
medical_visit,11,6
medically_reasonable_necessary,11,8
medicare's_payment,11,11
medicare_cost,11,10
medicare_cost_report_form,11,7
medicare_ffs_program,11,8
medicare_insurance,11,8
medicare_law,11,9
medicare_make,11,9
medicare_part_d_benefit,11,9
medicare_part_payment,11,5
medicare_payment_adjustment,11,7
medicare_programs,11,9
medicare_trust_fund,11,5
medication_allergy,11,8
medications_medication_allergies,11,6
medpac's_recommendations,11,7
medpac_suggested,11,6
meet_criteria_satisfactory_reporting,11,5
meet_eligible,11,11
meet_locd_criteria,11,9
meet_new,11,10
meet_program,11,11
meet_requirements_of_hospital,11,9
meet_requirements_rule,11,7
meets_eligibility,11,11
member_boards,11,4
members_of_medical_team,11,7
membership_of,11,10
memorandum_of_understanding_mou,11,10
mental_health_entity,11,7
mental_illness_developmental_disability,11,7
mention_of,11,11
mentioned_earlier,11,11
mesh,11,5
metal,11,8
methodology_illuminating_differences_outcomes,11,9
methodology_using,11,9
methods_may,11,11
methods_used,11,11
mg_per_day,11,3
mhp_beneficiaries,11,10
mhp_may,11,9
mhp_responsible,11,9
mhp’s,11,8
mi_care_team_providers,11,7
michigan_association,11,9
michigan_public,11,11
might_require,11,9
military_service,11,7
millions_category,11,11
minimizing_burden,11,10
minimum_include,11,9
minimum_required,11,10
minor's_parent_guardian,11,5
minor_technical,11,10
minutes_intraservice_time,11,4
minutes_standard,11,7
mips_cqms,11,5
mips_payment_year_fr,11,10
mips_payment_year_subsequent,11,8
mips_performance_period_data,11,9
mis,11,3
misappropriation_of_property,11,8
misappropriation_of_resident_property,11,4
mississippi,11,9
mistakenly,11,8
misvalued_code_initiative,11,10
misvalued_services,11,9
mitigate_impact_of,11,10
mitigating_shared,11,8
mix_budget_neutrality_factor,11,8
mix_of_services_episode,11,11
mixing,11,9
mj,11,9
mln_matters,11,7
mode_of_transportation,11,11
model_cy,11,8
modified_adjusted,11,10
modified_definition,11,11
modifier_reported,11,9
modifiers_used,11,5
molecular,11,8
monitoring_activities,11,11
monitoring_system,11,10
months_date,11,11
months_of_calendar_year,11,6
moonlighting,11,8
mortality_rate_following_acute,11,8
motivational_interviewing,11,9
mount,11,11
move_program_forward_least,11,11
moveable_equipment,11,2
mp_gpci,11,8
mpfs_proposed,11,8
ms_drg_documentation_coding,11,11
ms_drg_relative_weight,11,5
ms_ltc_drgs_applicable,11,3
muc,11,4
much_lower,11,11
multi_center,11,10
multifaceted,11,11
multifactor_fall_risk_assessment,11,5
multifactor_productivity_mfp_adjustment,11,11
multiple_births,11,6
multiple_cost,11,11
multiple_major,11,9
multiple_programs,11,9
multiple_source,11,5
multiple_surgical,11,7
must_attached,11,10
must_describe,11,9
must_end,11,9
must_evaluate,11,6
must_implement,11,10
must_less,11,11
must_place,11,10
must_reasonable,11,11
must_reported_claim,11,9
must_submit_cqm_data,11,6
must_supported,11,11
mutually_exclusive_sections_of,11,10
n_rule,11,4
nada,11,4
naming,11,11
narcotic_drug,11,9
national_council,11,11
national_examination,11,9
national_prospective,11,9
nature_of_payment_categories,11,5
nearby,11,10
necessary_accommodate,11,8
necessary_adjust,11,10
necessary_implement,11,10
need_assistance,11,9
need_reported,11,9
needed_beneficiary,11,11
needed_develop,11,10
needed_medical,11,11
needed_order,11,11
needs_related,11,11
needy_individual_patient_volume,11,5
negative_outcomes,11,10
negatively,11,11
nerve_injections,11,7
nerves,11,7
neurostimulation,11,2
neurostimulators,11,8
neurosurgery,11,7
neutrality_adjustment_applied,11,8
new_clinical,11,7
new_codes_describe,11,11
new_eligibility,11,8
new_employees,11,9
new_england_middle_atlantic,11,6
new_language,11,9
new_plan,11,6
new_provisions,11,10
new_qcdr,11,7
new_regulations,11,9
new_regulatory,11,10
new_replacement,11,8
new_section_of_act,11,10
newly_added,11,10
newly_certified,11,9
newly_enrolling_providers_suppliers,11,7
newly_finalized_policies,11,5
newness,11,8
newspapers,11,7
next_federal_fiscal_year,11,4
next_steps,11,10
nf_residents,11,4
nipple,11,6
nominal_amount_standards,11,5
nomination_of,11,9
non_benefit_costs,11,5
non_claims_costs,11,4
non_coverage,11,8
non_emergency_transportation,11,9
non_extensive_o.r_procedure,11,5
non_health,11,6
non_health_staff_compensation,11,5
non_invasive_mechanical_ventilation,11,3
non_lupa_episodes,11,6
non_lupa_episodes_using,11,6
non_maryland,11,3
non_o.r,11,9
non_participating,11,6
non_residential,11,11
non_sso_cases,11,4
non_therapy,11,8
noncovered_service,11,11
nonemergency,11,9
nonemergency_patient_patient's_representative,11,5
noninvasive,11,8
nonprofit_corporation,11,7
nonrefundable,11,9
nonsurgical,11,11
normal_business_hours,11,7
north_dakota,11,9
note_current,11,11
note_number,11,11
note_received,11,11
note_section_of_preamble,11,10
noted_belief,11,10
noted_many,11,11
noted_table,11,11
notice_sent,11,10
notification_must,11,10
notifications_of,11,9
notify_cms_of,11,5
novartis_pharmaceuticals_corporation,11,3
november_shared_savings_program,11,6
now_include,11,11
np_cns_pa,11,7
npdb,11,9
npis_billing_group's_tin,11,8
nppes,11,11
number_of_deaths,11,7
number_of_measures_required,11,3
nurse_professional,11,2
nursery,11,9
nursing_care_provided,11,10
nursing_interventions,11,8
nursing_service,11,11
nursing_therapy,11,8
nursing_unit,11,9
nystagmus_test,11,3
o_assess,11,10
o_define_responsibility_timing,11,11
oasis_claims,11,7
ob,11,10
objective_hearing,11,4
objective_ii,11,3
obsolescence_factor,11,4
obtain_informed_consent,11,10
obtain_service,11,9
obtaining_consent,11,11
obtaining_information,11,9
occupancies,11,7
occurring_mental_health_disorder,11,5
occurring_october_september_table,11,3
october_november,11,8
of_accepting,11,6
of_act_applicable_percentage,11,9
of_act_authorizes_secretary,11,9
of_act_cfr,11,10
of_act_exclude,11,11
of_act_proposed_rule,11,10
of_act_rules,11,7
of_act_sets_forth,11,11
of_addressing,11,10
of_adopting,11,11
of_attorney_general,11,8
of_balanced,11,11
of_calculation_of,11,9
of_care_hha,11,7
of_care_treatment_needs,11,5
of_ccbhc,11,8
of_central,11,8
of_chapter_b,11,7
of_chapter_ii,11,8
of_choosing,11,9
of_competent_jurisdiction,11,10
of_components_of,11,9
of_comprehensive_assessment,11,8
of_comprehensive_service,11,11
of_controlled_drugs,11,5
of_coverage_met,11,10
of_cross,11,9
of_deficiencies,11,10
of_deficit_reduction_act,11,11
of_diseases_icd,11,10
of_ecqm,11,9
of_effort,11,11
of_ehr_adoption,11,8
of_environmental_quality_see,11,6
of_esrd,11,8
of_evacuees_staff_responsibilities,11,5
of_evaluating,11,10
of_extension,11,8
of_final_rule_consideration,11,9
of_following_information_name,11,11
of_following_persons,11,11
of_government,11,11
of_health_category,11,11
of_health_professionals_part,11,11
of_home_health_episodes,11,6
of_hospice's,11,8
of_hospital_employees,11,10
of_hospitals_costs_attributable,11,9
of_hours_respondents_hr,11,11
of_improvement_activities,11,11
of_interdisciplinary,11,8
of_interim_final_rule,11,10
of_last_day_of,11,10
of_long_term_care,11,11
of_low_income_patients,11,9
of_lowest,11,7
of_meaningful_measures_initiative,11,11
of_measures_available,11,9
of_medical_equipment,11,8
of_medically,11,7
of_medicare_access_chip,11,11
of_metropolitan_statistical_area,11,8
of_noncombustible,11,8
of_normal,11,6
of_optometry,11,7
of_ordering,11,9
of_participating_hospitals,11,8
of_participation_agreement,11,5
of_participation_emergency_preparedness,11,2
of_pass,11,9
of_patient_resident,11,10
of_pe_rvus,11,11
of_performance_categories,11,11
of_practice_laws,11,8
of_preambles,11,9
of_premium,11,9
of_preservice,11,8
of_proposed_measure,11,7
of_proposed_rule_discussed,11,11
of_providers_suppliers_participating,11,8
of_psychotropic,11,10
of_requirements_rule,11,9
of_residency,11,9
of_resource_use,11,9
of_restraint,11,10
of_revised_asc,11,9
of_section_met,11,8
of_section_of_affordable,11,11
of_services_suppliers,11,11
of_short,11,10
of_statewide,11,9
of_substance_use_disorder,11,10
of_supporting,11,8
of_terminal_illness,11,7
of_tobacco,11,8
of_urban_hospitals_reclassified,11,2
of_urology,11,2
of_volume_ms,11,3
of_voluntary,11,10
of_words_titles_letters,11,9
office_administrative_support_worker,11,8
office_based_surgical_procedure,11,8
office_employee,11,9
office_outpatient_evaluation_management,11,11
office_outpatient_setting_requiring,11,5
office_rent,11,8
officer_director,11,10
offset_patient_pay_amount,11,10
often_used,11,11
oh,11,10
ohh_services,11,7
oil,11,7
omb_control,11,9
omb_number,11,10
oncology_radiation_dose_limits,11,8
one_of_two_ways,11,11
one_option,11,10
one_procedure,11,11
ongoing_efforts,11,11
ongoing_program,11,11
online_tool,11,10
onsite_visits,11,9
open_ended,11,10
open_meetings,11,8
operate_within,11,9
operating_budget,11,8
operative_report,11,10
ophthalmologist,11,8
opioid_addiction,11,8
opioid_analgesics,11,10
opioid_prescription,11,4
opioid_treatment_programs_otps,11,11
opportunities_improvement,11,11
opportunity_public_comment,11,11
opps_changes,11,7
opps_currently,11,11
option_provide,11,11
option_use,11,11
order_accurately,11,9
order_assess,11,11
order_hospital,11,9
order_maximize,11,10
order_satisfy,11,9
order_us,11,8
ordered_court,11,10
ordinances,11,10
organ_procurement,11,8
organism,11,11
organization's_ability,11,6
organizations_develop,11,7
original_proposal,11,10
originating_related,11,8
osteopathic,11,9
osteoporosis,11,7
ostomy_supplies,11,9
ota,11,10
otas,11,4
otc_drugs,11,5
otherwise_authorized_article,11,11
otherwise_indicated,11,7
otp_enrollment,11,9
outcome_reports,11,3
outcomes_quality,11,11
outlier_ordering_professionals,11,7
outlier_payments_cmhcs,11,5
outlier_payments_of,11,5
outlier_pool,11,4
outside_control_of,11,10
ovarian,11,7
overall_economic_impact_of,11,10
overnight_stays,11,7
overtime,11,11
overturned,11,10
overuse_of_bone_scan,11,9
overwhelming_majority,11,10
overwhelmingly,11,11
owned_hospital,11,9
owner_administrator_compensation,11,7
ownership_change,11,8
oxygen_administration,11,10
oxygen_use,11,6
p.o_box_lansing_mi,11,8
pa_np,11,10
pac_setting,11,11
pace_center_manager,11,4
paces,11,7
packaged_status,11,7
packet,11,9
packs,11,7
pages_of,11,9
paid_according,11,10
paid_esrd,11,7
paid_full,11,8
paid_hospital,11,10
pain_interference_data_elements,11,2
pain_management_dimension,11,4
paper_form,11,10
paragraph_applies,11,8
paragraph_of_act,11,3
paragraph_of_definition_of,11,11
paragraph_of_section_c,11,8
paragraph_remove,11,7
paragraph_revising,11,8
paragraphs_iv,11,11
paragraphs_paragraphs,11,9
paragraphs_v,11,9
parenting_education,11,5
parents_caregivers,11,9
part_iii,11,11
part_iv,11,7
part_pta_ota,11,4
part_rehabilitation_units,11,7
part_subpart_b,11,11
part_subpart_p,11,9
partial_credit_device_adjustment,11,4
partial_guardian,11,5
participant's_care,11,6
participate_medicare_medicaid,11,10
participate_testing,11,9
participating_aco,11,8
participating_program,11,11
participation_apm,11,8
participation_date,11,3
participation_demonstration,11,11
passive_redetermination,11,4
password,11,8
past_current,11,10
past_due,11,7
past_practice,11,10
patient's_health_benefit_plan,11,6
patient's_hospice,11,10
patient's_medical_condition,11,8
patient's_patient,11,7
patient's_physical,11,10
patient_authorized_representative_response,11,6
patient_contact,11,9
patient_e,11,9
patient_electronic_access_objective,11,8
patient_family_caregiver,11,10
patient_home,11,11
patient_medication,11,9
patient_portal,11,5
patient_receive,11,11
patient_relationship,11,6
patient_safety_standing_committee,11,5
patient_severity,11,7
patient_training,11,10
patient_transported,11,5
patients_clinical,11,9
patients_commenters,11,11
patients_diabetes,11,7
patients_eligible,11,11
patients_including,11,10
patients_paperwork_initiative,11,11
patients_percent,11,7
pay_percent_of_total,11,8
pay_rap,11,4
payee,11,7
payer_advanced_apm_identification,11,7
payer_payment_arrangement,11,7
payment_adjustment_factors_section,11,5
payment_advisory_commission,11,10
payment_based_opps_relative,11,9
payment_classification,11,9
payment_error,11,5
payment_hcpcs,11,10
payment_indicators_proposed,11,6
payment_made_based,11,11
payment_mechanisms,11,8
payment_regression_model,11,5
payment_schedule,11,9
payment_services_furnished,11,11
payment_simulation,11,6
payment_structures,11,5
payments_also,11,11
payments_discussed,11,5
payments_new,11,11
payments_without,11,11
payments_year,11,10
pcap,11,2
pccm_entity_described_rule,11,7
peer_recovery_coaches,11,7
penal,11,9
penalty_sec,11,11
people_receiving,11,8
pep_lupa,11,5
pepm,11,3
per_day_cost_of,11,9
per_diem_cost,11,7
per_hour_including_overhead,11,10
per_provider,11,9
per_resident,11,8
per_visit_rates_lupa,11,10
percent_of_difference_estimated,11,3
percent_rate,11,7
percent_using,11,11
percentage_cms_onc_worked,11,5
percentage_increase_ipps_operating,11,7
percentiles,11,7
perceptual,11,7
percutaneous_endoscopic_approach_diagnostic,11,2
perforation,11,3
perform_task,11,11
performance_period_baseline_period,11,8
performance_period_year,11,5
performance_thresholds,11,9
performed_asc,11,8
performed_conjunction,11,9
performed_time,11,10
performed_within,11,11
performing_services,11,9
period_cms,11,10
period_ends,11,8
period_established,11,11
period_example,11,10
period_must,11,10
period_october,11,9
period_of_phe,11,11
period_rather,11,10
period_stated,11,11
period_therefore,11,11
periodic_assessment,11,8
periodically_update,11,11
periods_beginning_january,11,6
periods_cy,11,9
periods_of_care_beginning,11,10
peripheral_nerve,11,8
permanent_revocation,11,5
permissible_prescriptions,11,8
permitted_request,11,4
permitted_section,11,11
permitted_use,11,10
perpetual_time_horizon,11,9
persist,11,11
persistence_of,11,9
person_knows,11,6
person_violates_section,11,10
personal_emergency_response_system,11,7
personal_history,11,6
personal_protective_equipment,11,8
personal_service_arrangements_exception,11,8
petition_court,11,9
pfs_rulemaking,11,9
pharmacies_must,11,9
pharmacy's,11,8
pharmacy_laboratory,11,10
phase_iii_study,11,8
photographs,11,8
phrenic_nerve,11,2
phsa,11,8
physical_abuse,11,10
physical_medical,11,9
physical_medicine,11,7
physical_medicine_rehabilitation,11,3
physician's_referrals,11,9
physician_certification_statement,11,4
physician_hospital,11,11
physician_incentive_plans,11,8
physician_licensed_practitioner,11,7
physician_member_of,11,11
physician_registered_nurse,11,11
physician_required,11,8
physician_visits,11,10
physicians_based_may_bureau,11,4
pi,11,9
picked,11,6
picture,11,10
pihp_ensure,11,10
pilot_projects,11,7
pilot_testing,11,9
place_of_business,11,9
plan_benefit,11,4
plan_implement,11,9
plan_monitor,11,9
plan_must_include,11,11
plan_of_care_document,11,11
plan_provider,11,11
planning_efforts_b_policies,11,2
plans_ensure,11,10
plans_part,11,6
play_role,11,9
pneumonia_hospitalization,11,8
podiatry_services,11,8
point_of_sale,11,6
point_wrist_restraints,11,2
polices,11,11
policies_governing,11,10
policies_provide,11,10
policies_refer,11,11
policy_cases,11,9
policy_cy_opps_asc,11,11
policy_finalizing,11,11
policy_making,11,9
policy_reduce,11,9
polymer,11,2
population_groups,11,11
population_including,11,8
portion_of_apc_payment,11,11
post_acute_care_quality,11,8
post_information,11,8
post_payment_audit,11,10
postanesthesia_evaluation,11,5
posted_mdhhs_website,11,11
poster,11,6
potential_alternative,11,8
potential_benefits,11,9
potential_model,11,7
pps_payments_cy,11,6
pps_wage,11,3
pqrs_program,11,7
practical_nurse_lpn,11,10
practice_physician's_assistant,11,8
practitioner's_provider's,11,4
practitioner_patient,11,9
practitioners_billing,11,9
practitioners_continue,11,9
pre_mdc_ms_drgs,11,3
pre_termination_hearing,11,6
preceding_calendar,11,8
preempts_state_law_otherwise,11,11
preferred_drug,11,6
preferred_drugs,11,5
preparedness_response,11,11
preparing_analysis,11,7
prepayment,11,9
prerequisites,11,10
prescribed_part,11,11
prescribing_practices,11,8
prescription_drug_benefit,11,8
prescription_drugs_biological_products,11,7
prescription_medications,11,11
prescription_order,11,8
preserves,11,10
pressure_ulcers_stage,11,8
prevent_detect,11,9
prevention_management,11,10
previous_discussions,11,10
previously_known,11,10
previously_known_medicare_medicaid,11,9
previously_provided,11,11
pricer,11,11
primarily_driven,11,8
primary_care_service_codes,11,7
primary_care_services_purposes,11,6
primary_estimate,11,9
primary_objective_of,11,7
principally,11,11
prior_approval_request_authorization,11,10
prior_effective_date_of,11,11
prior_home,11,10
prior_notice,11,11
prior_payment_adjustment_year,11,5
prior_period,11,10
prior_public_reporting,11,9
prior_rendering,11,9
prior_time,11,11
priority_population,11,8
privacy_concerns,11,9
private_entities_time_needed,11,10
private_payor,11,4
private_practice_office,11,8
private_public,11,10
procedure_assigned,11,11
procedure_code_code_description,11,9
procedure_code_titles,11,10
procedure_cpt,11,10
procedure_device,11,5
procedure_pa_mcl,11,9
procedures_apc,11,9
procedures_based,11,10
procedures_based_opps_relative,11,6
procedures_can,11,11
procedures_describing,11,7
procedures_global_periods,11,4
procedures_obtaining,11,9
procedures_place,11,11
procedures_specified,11,9
procedures_therefore,11,11
procedures_use,11,10
process_cms,11,9
process_however,11,10
process_make,11,11
process_provide,11,11
process_request,11,10
process_role_integration_of,11,4
processes_ensure,11,8
processes_procedures,11,9
processing_manual,11,9
processing_service,11,2
procured,11,11
professional_association,11,10
professional_services_including_nursing,11,10
professional_technical,11,11
program_designed,11,11
program_evaluation,11,10
program_fr,11,11
program_licensed,11,10
program_measures,11,10
program_standards,11,6
program_stated,11,11
program_version,11,11
program_voluntary,11,11
program_year_baseline_period,11,9
programs_home,11,9
programs_proposed,11,11
programs_state,11,11
progress_towards,11,11
progressively,11,9
prohibit_otherwise_restrict,11,8
prohibit_smoking,11,5
prohibited_referral,11,10
projected_number,11,11
promote_better,11,10
promote_community,11,11
promoting_interoperability_objectives_measures,11,7
proper_application,11,9
properties,11,11
property_taxes,11,9
property_taxes_plant,11,8
proportionate,11,10
proportions_of,11,11
proposal_hospitals,11,10
proposal_provide,11,11
proposal_therefore,11,9
proposals_described,11,8
propose_changes_policy,11,10
proposed_additions,11,8
proposed_address,11,10
proposed_adverse,11,11
proposed_combine,11,10
proposed_conforming,11,11
proposed_define_term,11,8
proposed_definitions,11,9
proposed_domain,11,3
proposed_finalize,11,10
proposed_geometric,11,9
proposed_implementation,11,11
proposed_inclusion,11,10
proposed_modified,11,9
proposed_packaged,11,11
proposed_permit,11,5
proposed_proposed_rule,11,9
proposed_refine_equipment_times,11,11
proposed_relocate,11,10
proposed_removal,11,11
proposed_removal_factor_costs,11,9
proposed_removal_of,11,9
proposed_rule_consideration_of,11,9
proposed_rule_fr_requested,11,10
proposed_rule_issued,11,11
proposed_rule_specify,11,7
proposed_specifications_hh_qrp,11,11
proposed_updated,11,11
proposed_use_data,11,11
prosecuting,11,10
prospective_payment_system_opps,11,11
prospective_per,11,8
prostate_cancer_avoidance_of,11,9
protect_electronic_health_information,11,6
protect_maintain_provide_access,11,5
provide_clarity,11,11
provide_clinical,11,11
provide_covered,11,10
provide_explanation,11,9
provide_initial_training_emergency,11,11
provide_opportunities,11,11
provide_oral,11,9
provide_performance,11,8
provide_personal,11,11
provide_physician,11,9
provide_valuable,11,11
provide_valuable_information_stakeholders,11,8
provided_applicable,11,9
provided_article,11,11
provided_enrollee,11,8
provided_enrollees,11,8
provided_hospitals,11,10
provided_inpatient,11,9
provided_input,11,10
provided_outside,11,11
provided_summary_of,11,10
provider_access,11,9
provider_must_complete,11,11
provider_practitioner,11,4
provider_specific_file_psf,11,5
providers_need,11,11
providers_regarding,11,8
providers_state,11,10
providers_whose,11,11
provides_incentive,11,11
provision_allow,11,11
provision_allows,11,10
provision_of_health_care,11,7
provision_therefore,11,9
provisions_of_executive_order,11,11
ps,11,9
psychiatric_services_individuals_age,11,8
pub_l_enacted_april,11,11
public_agency,11,11
public_comment_section,11,9
public_entity,11,7
public_feedback,11,11
public_including_personally_identifiable,11,11
public_record,11,11
public_reporting_physician_compare,11,7
published_cms,11,11
published_cy,11,10
published_interim_final_rule,11,11
published_july,11,11
puerto_rico_hospitals_fy,11,10
pulled,11,11
pulmonary_rehabilitation,11,9
purchase_of_service_agreement,11,6
purchase_of_services,11,9
purely,11,11
purpose_of_identifying,11,11
purpose_of_obtaining,11,11
purposes_of_beneficiary_assignment,11,7
purposes_of_estimate_assume,11,11
qaa_committee,11,6
qapi_requirement,11,7
qbp,11,4
qcdr_may,11,7
qcdr_measure_requirements,11,8
qio_regulations,11,9
qmb,11,7
qmi_payments,11,5
qrps,11,9
qualifications_training,11,11
qualified_ehr,11,9
qualify_special,11,9
quality_health_care,11,10
quality_improvement_measure,11,3
quality_improvement_nurse,11,2
quality_improvement_organizations_qios,11,10
quality_performance_benchmarks,11,4
quality_reporting_system,11,11
qualitynet.org,11,10
quarterly_submission,11,6
quarterly_update,11,8
queries,11,8
querying,11,7
questioned_whether,11,10
questions_related,11,10
quintiles,11,6
r.j,11,9
r_r_of_michigan,11,7
rad,11,6
radiation_oncologist,11,3
radiation_therapy_services_supplies,11,6
radiology_procedures,11,9
rai,11,9
range_of_costs_associated,11,5
rarely_ever,11,8
rate_payment,11,11
rates_among_patient_groups,11,9
rates_effect,11,9
rates_reflect,11,11
rates_services,11,11
ratesetting_process,11,9
readers_discussion_of,11,8
readiness_review,11,7
reason_patient,11,10
reasonable_assurance,11,9
reasonable_expectation_of,11,10
reasonably_believes,11,11
reasonably_related,11,11
reasons_finalizing,11,10
reassign_cpt_code,11,10
reassign_cpt_code_apc,11,9
reassigning_cases,11,9
reauthorization_act,11,11
recalculation_requests,11,5
recalculations,11,7
recalibrate,11,11
receive_credit,11,10
receive_electronic,11,8
receive_excellent_care,11,11
receive_increase,11,6
receive_least,11,8
receive_notices,11,9
receive_written,11,11
received_proposals,11,8
received_public_comments_support,11,11
received_response,11,11
received_treatment,11,8
received_two,11,11
receives_complete_application,11,3
receives_information,11,10
receiving_agency,11,3
recent_cost,11,11
recent_hospitalization,11,5
recent_medicare,11,9
recently_published,11,10
reckless,11,11
recognize_many,11,11
recognized_standards,11,5
recommendations_cpt_code,11,11
recommended_commenters,11,11
recommended_time,11,7
recommended_work_rvu_decreasing,11,7
records_reported,11,2
records_submitted,11,7
recovery_may,11,10
recovery_room,11,10
recreational_therapist_activity_coordinator,11,5
recruited,11,10
recurrence_of,11,7
redefined,11,10
redesignate_paragraphs,11,9
redesignate_rule,11,7
redesignating_paragraph,11,7
redirect,11,10
reduce_burden_of,11,11
reduce_confusion,11,10
reduce_health,11,10
reductions_payment,11,10
redundant_duplicative_topped,11,7
refer_billing,11,11
refer_cms,11,9
refer_medicaid_health_plans,11,11
refer_readers_sections_of,11,11
refer_therapy_services_chapter,11,11
reference_codes,11,9
reference_rule_adding_place,11,6
referral_arrangement,11,7
referral_community,11,11
referral_loops_receiving_incorporating,11,8
reflect_statutory,11,9
reflect_typical,11,11
reflect_updated,11,10
reflecting_relative,11,8
reflects_changes,11,11
reflects_projected,11,7
reform_act,11,10
regard_comments,11,9
regard_proposed,11,9
regard_quality,11,7
regard_section,11,8
regarding_data,11,11
regarding_number,11,10
regarding_physician,11,9
regarding_proposal,11,11
regarding_provision,11,10
regarding_reporting,11,11
regardless_of_whether_individual,11,8
registered_dental,11,3
registrar_shall,11,8
registration_permit,11,3
regular_medicaid,11,9
regulations_impose_administrative_costs,11,10
regulations_issued,11,9
regulatory_flexibility,11,11
