cmit_id,nqf_id,cms_ecqm_id,qnbr_id,qcdr_id,other_id,measure_title,measure_description,measure_numerator,measure_denominator,cat_nqs_domain,key_access,key_decision,key_planning,key_risk,key_unrestrict,key_er,key_coordination,key_continuity,key_readmission,key_sud,key_mental_health,key_domains,set_medicaid,set_hedis,set_cahps,set_pbip,set_ccbhc,set_ipfqr,set_core_bh,select_programs,total_programs,is_ecqm
NA,NA,NA,NA,ECPR41,NA,Rh Status Evaluation and Treatment of Pregnant Women at Risk of Fetal Blood Exposure,Percentage of Women Aged 14-50 Years at Risk of Fetal Blood Exposure Who Had Their Rh Status Evaluated in the Emergency Department (ED) and Received Rh-Immunoglobulin (Rhogam) if Rh-negative,Percentage of Women Aged 14-50 Years at Risk of Fetal Blood Exposure Who Had Their Rh Status Evaluated in the Emergency Department (ED) and Received Rh-Immunoglobulin (Rhogam) if Rh-negative,"Any Female Patient > 14 Years of Age and < 51 Years of Age Evaluated by the Eligible Professional in the ED PLUS ED Diagnosis of high risk pregnancy complication. (Not including transferred, eloped or AMA patients)",Effective Clinical Care,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE
NA,NA,NA,NA,ECPR51,NA,Discharge Prescription of Naloxone after Opioid Poisoning or Overdose,Percentage of Opioid Poisoning or Overdose Patients Presenting to An Acute Care Facility Who Were Prescribed Naloxone at Discharge,Patients Who Were Prescribed Naloxone AND Educated About Utilization at Discharge,"Any patient evaluated by the Eligible Professional in the Emergency Department (ED) PLUS ICD-10 diagnosis codes for opioid poisoning from heroin, methadone, morphine, opium, codeine, hydrocodone, or another opioid substance (Not including transferred, eloped or AMA patients)",Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,ECPR52,NA,Appropriate Treatment of Psychosis and Agitation in the Emergency Department,Percentage of Adult Patients With Psychosis or Agitation Who Were Ordered an Oral Antipsychotic Medication in the Emergency Department,Patients who were ordered at least one oral dose of a typical or atypical antipsychotic or an antipsychotic combination medication,"Any patient ≥ 18 years of age evaluated by the Eligible Professional in the Emergency Department (ED) PLUS ED length of stay of 4 hours or more PLUS ICD-10 diagnosis codes for psychosis, psychotic disorder NOS, psychotic features, hallucinations, schizophrenia, schizoaffective disorder, agitation due to psychosis (Not including eloped or AMA patients)",Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE
NA,NA,NA,NA,ECPR54,NA,Avoidance of Co-Prescribing of Opioid Analgesic and Benzodiazepine,Percentage of Patients Who Were Not Concurrently Prescribed Opioid Analgesic and Benzodiazepine Medications,Patients Who Were Concurrently Prescribed Opioid Analgesic and Benzodiazepine Medications,"Any patient ≥ 18 years of age evaluated by the Eligible Professional ((Not including transferred, eloped or AMA patients)",Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,GIQIC17,NA,Appropriate follow-up interval of 5 years for colonoscopies with findings of sessile serrated polyps < 10 mm without dysplasia,Percentage of average-risk patients aged 50 years and older receiving a screening colonoscopy with biopsy or polypectomy and pathology findings of sessile serrated polyp(s) < 10 mm without dysplasia with a recommended follow-up interval of 5 years for repeat colonoscopy documented in their colonoscopy report,Number of average-risk patients aged 50 years and older receiving a complete and adequately prepped screening colonoscopy with biopsy or polypectomy and pathology findings of sessile serrated polyp(s) < 10 mm without dysplasia who had a recommended follow-up interval of 5 years for repeat colonoscopy,All complete and adequately prepped screening colonoscopies of average-risk patients aged 50 years and older with biopsy or polypectomy and pathology findings of sessile serrated polyp(s) < 10 mm without dysplasia,Communication and Care Coordination,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,GIQIC21,NA,Appropriate follow-up interval of not less than 5 years for colonoscopies with findings of 1-2 tubular adenomas < 10 mm OR of 10 years for colonoscopies with only hyperplastic polyp findings in rectum or sigmoid,Percentage of average-risk patients aged 50 years to 75 years receiving a screening colonoscopy with biopsy or polypectomy and pathology findings of 1 of 2 tubular adenomas < 10 mm with a recommended follow-up interval of not less than 5 years OR pathology findings of only hyperplastic polyp findings in rectum or sigmoid with a recommended follow-up interval of 10 years for repeat colonoscopy documented in their colonoscopy report,Number of average-risk patients aged 50 years to 75 years receiving a complete and adequately prepped screening colonoscopy with biopsy or polypectomy and: (Strata 1) pathology findings of 1 to 2 tubular adenomas < 10 mm who had a recommended follow-up interval of ≥ 5 years for repeat colonoscopy OR (Strata 2) pathology findings of only hyperplastic polyp(s) in rectum or sigmoid who had a recommended follow-up interval of 10 years for repeat colonoscopy documented in their colonoscopy report,All complete and adequately prepped screening colonoscopies of average risk patients aged 50 years to 75 years with biopsy or polypectomy and pathology findings of: (Strata 1) 1 to 2 tubular adenomas < 10 mm OR (Strata 2) only hyperplastic polyp(s) in rectum or sigmoid,Efficiency and Cost Reduction,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,HCPR19,NA,30 Day All Cause Readmit Rate for Discharged Inpatients,Risk-Standardized Rate of All-cause Readmission to the Discharging Hospital and Hospitalist Physician Group within 30 Days of Initial Hospital Discharge,The Outcome for This Measure Is All-cause Readmission within 30 Days of Hospital Discharge,"Patients Admitted to Inpatient Status on Index Admission PLUS Patients Discharged by the Eligible Professional on Index Admission (Not including patients who expired, were discharged AMA or transferred to another acute care hospital during initial inpatient admission or patients with any planned readmission)",Patient Safety,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,HCPR20,NA,Clostridium Difficile – Risk Assessment and Plan of Care,"Percentage of Adult Patients Who Had a Risk Assessment for C. difficile Infection and, If High-Risk, Had a Plan of Care for C. difficile Completed on the Day Of or Day After Hospital Admission","Patients that had a risk assessment for C. difficile infection and, if high-risk, a plan of care documented on the day of or day after hospital admission","Any patient ≥ 18 years of age evaluated by the Eligible Professional AND Place of Service Indicator: 21. (Not including transferred, eloped or AMA patients)",Patient Safety,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,MBHR1,NA,Anxiety Screening,"The percentage of adult patients (18 years and older) with an anxiety disorder diagnosis (generalized anxiety disorder, social anxiety disorder, post-traumatic stress disorder, or panic disorder) who have completed a standardized tool (e.g., GAD-7, GAD-2, BAI) during measurement period","Adult patients (18 years of age or older) included in the denominator who have at least one standardized tool administered and completed during a four-month measurement period. If positive (e.g., a score equal to or greater than 10 on the GAD-7), this suggests a probable anxiety diagnosis which requires documentation of an appropriate follow-up plan such as further evaluation or referral to treatment.","Adult patients (18 years of age or older) with an anxiety disorder diagnosis (generalized anxiety disorder, social anxiety disorder, post-traumatic stress disorder, or panic disorder) F40.1 Social phobias
F40.10 Social phobia, unspecified
F40.11 Social phobia, generalized
F41.0 Panic disorder without agoraphobia
F41.1 Generalized anxiety disorder
F41.3 other mixed anxiety disorders
F41.8 other specified anxiety disorders
F41.9 anxiety disorder unspecified
F43.1 Post-traumatic stress disorder (PTSD)
F43.10 Post-traumatic stress disorder, unspecified
F43.11 Post-traumatic stress disorder, acute
F43.12 Post-traumatic stress disorder, chronic",Community/Population Health,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE
NA,NA,NA,NA,MBHR10,NA,Symptom Improvement in adults with ADHD,The percentage of adult patients (18 years of age or older) with a diagnosis of ADHD who show a reduction in symptoms of .25 (25%) on the Adult ADHD Self-Report Scale (ASRS-v1.1 - referred to as ASRS) 18 item self-report scale of ADHD symptoms within 2 to 6 months after initially reporting significant symptoms,"Numerator (Submission Criteria 1)  
Patients who were administered the ASRS checklist and a documented care plan.

Numerator (Submission Criteria 2)  
Patients who demonstrated a positive improvement of .25 (25%) or more points on the ASRS.","Denominator (Submission Criteria 1):   
Patients aged 18 years of age or older receiving a psychiatric or behavioral intake visit during the measurement period and reporting inattention or hyperactivity.   

Denominator (Submission Criteria 2):   

Patients aged 18 years of age or older receiving a psychiatric or behavioral intake visit with a clinically significant baseline ASRS score of 18 or above for ADHD Inattentive (INN) or a score of 18 or above for ADHD Hyperactive (HYP) during the measurement period. If either of these scores are 18 or above the total score will also be reported.",Effective Clinical Care,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,MBHR5,NA,Screening and monitoring for psychosocial problems among children and youth,"Percentage of children from 3.00 to 17.99 years of age who are administered a parent-report, standardized and validated screening tool to assess broad-band psychosocial problems during an intake visit AND who demonstrated a reliable change in parent-reported problem behaviors 2 to 6 months after initial positive screen for externalizing and internalizing behavior problems.","NUMERATOR (SUBMISSION CRITERIA 1):
Patients who were administered a psychiatric or behavioral health intake visit to assess broad-band psychosocial problems.

NUMERATOR (SUBMISSION CRITERIA 2):
i. Patients who were administered a psychiatric or behavioral health intake visit with a positive PSC-ES screening who demonstrated a reliable improvement of 2 or more points on parent-report version of the PSC-ES assessment taken 2 to 6 months later. 
ii. Patients who were administered a psychiatric or behavioral health intake visit with a positive PSC-IS screening who demonstrated a reliable improvement of 2 or more points on parent-report version of the PSC-IS assessment taken 2 to 6 months later","DENOMINATOR (SUBMISSION CRITERIA 1):
Patients 3 to 17 years of age who are administered a parent-report, standardized screening tool.

DENOMINATOR (SUBMISSION CRITERIA 2):
i. Patients 3 to 17 years of age who are administered a parent-report version of the Pediatric Symptom Checklist Externalizing Subscale (PSC-ES) (score above 6 points)
ii. Patients 3 to 17 years of age who are administered a parent-report version of the Pediatric Symptom Checklist Internalizing Subscale (PSC-IS) (score above 4 points)",Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,MBHR6,NA,Sleep Quality Screening and Sleep Response at 3-months,"Percentage of patients 18 years and older who reported sleep quality concerns (e.g., insomnia) with documentation of a standardized tool AND demonstrated a response to treatment at three months (+/- 60 days) after index visit","NUMERATOR (SUBMISSION CRITERIA 1):
Patients who reported sleep concerns (e.g., insomnia, hypersomnia), with a documented standardized tool to assess sleep quality and a documented care plan (e.g., Pittsburg Sleep Quality Index (PSQI), and the Insomnia Severity Index (ISI).

NUMERATOR (SUBMISSION CRITERIA 2):
Patients with an Insomnia Severity Index (ISI) that is reduced by 25% or greater from the index Insomnia Severity Index (ISI) score, three months (+/- 60 days) after index date.","DENOMINATOR (SUBMISSION CRITERIA 1):
Patients 18 years and older who reported sleep quality concerns (e.g., insomnia) 

 DENOMINATOR (SUBMISSION CRITERIA 2):
Patients 18 years and older who reported sleep quality concerns (e.g., insomnia) and an initial (index) Insomnia Severity Index (ISI) score of 15 or higher.",Effective Clinical Care,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,MBHR7,NA,Posttraumatic Stress Disorder (PTSD) Screening and Outcome Assessment,"The percentage of patients with a history of a traumatic event (i.e., an experience that was unusually or especially frightening, horrible, or traumatic) who report symptoms consistent with PTSD for at least one month following the traumatic event AND with documentation of a standardized symptom monitor (PCL-5 for adults, CATS for child/adolescent) AND demonstrated a response to treatment at three months (+/- 60 days) after the index visit.

This measure is a multi-strata measure, which addresses symptom monitoring for both child and adult patients being treated for post-traumatic stress symptoms. Assessment instruments monitoring severity of symptoms for PTSD are validated either for adult or child populations. Thus, while the measurement structure will be similar for both populations, the specified instruments for symptom monitoring will be different.","The number of patients in the denominator who demonstrated a response to treatment, using the identified validated PTSD self-report symptom monitor for the patient’s age group with a demonstrated change score indicating improvement.

For adults (age 18 and older), the instrument is the PCL-5, and a score reflecting symptom improvement is decrease of 5 or more on the total score from baseline administration, or a total score below 33. 

For children and adolescents, age 7-17, a CATS, score decrease of 12 or more in the total score OR going below a total score of 15 on the follow-up administration.","Adult patients (18 years of age or older) with one of the PTSD related diagnoses (see Diagnostic list) and a validated symptom measure (PCL-5) for PTSD at the index visit.

Child/adolescent patients (7-17 years of age) with one of the PTSD related diagnoses (see Diagnostic list) and a validated symptom measure (CATS) for PTSD at the index visit.",Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,MBHR8,NA,Alcohol Use Disorder Outcome Response,"The percentage of adult patients (18 years of age or older) who report problems with drinking alcohol AND with documentation of a standardized screening tool (e.g., AUDIT, AUDIT-C, DAST, TAPS) AND demonstrated a response to treatment at three months (+/- 60 days) after the index visit","The number of patients in the denominator who demonstrated a response to treatment, with an improvement score using at least one of the validated alcohol self-report measures (PROMIS negative consequences, BARC, or RAS) by three months (+/- 60 days) after an index visit.                                  The Patient-Reported Outcomes Measurement Information System (PROMIS) Negative Consequences of Alcohol Use short form is comprised of 7 items. The measure and scoring instructions are available, at no cost, at: http://www.healthmeasures.net/index.php?option=com_instruments&view=measure&id=139&Itemid=992.
After confirming that all responses were provided, sum the values of the response to each question. Locate the score conversion table in the Appendix and use this table to translate the total raw score into a T-score for each respondent. The T-score rescales the raw score into a standardized score with a mean of 50 and a standard deviation (SD) of 10. Therefore a person with a T-score of 40 is one SD below the mean. Alternatively, one can use the free online HealthMeasures Scoring Service (https://www.assessmentcenter.net/ac_scoringservice) which automatically scores raw responses into T-scores. To learn more, see http://www.healthmeasures.net/score-and-interpret/calculate-scores/scoring-instructions

For most PROMIS instruments, a score of 50 is the average for the United States general population with a standard deviation of 10 because calibration testing was performed on a large sample of the general population. However, Alcohol Use - Negative Consequences items were calibrated in a large sample of people from the general population and people participating in community-based substance use disorder treatment programs. All participants were screened and included only if they drank alcohol in the past 30 days. Therefore, a score of 50 likely represents individuals with more substance use issues than the general population. The T-score is provided with an error term (Standard Error or SE). The Standard Error is a statistical measure of variance and represents the “margin of error” for the T-score. 

The Brief Assessment of Recovery Capital (BARC) has a cut-off score associated with recovery. Total scores above 47 are associated with sustained recovery at 12 months posttreatment (Vilsaint et al., 2017).

The Recovery Assessment Scale (RAS, 24 items) does not have published change scores or cutoffs for severity that help guide clear change score criteria for improvement. Rather, all items are scored on a 5-point scale across all 24 items, which can be averaged. Across 28 studies, RAS scale score averages ranged from 3.14 to 4.12, with an interquartile range of 3.72-3.90 (Salzer & Brusilovskiy, 2014). The average for all reported mean scores was 3.78 +/- .19. Any reduction on the RAS should be considered responsive.",Adult patients (18 years of age or older) with one of the Alcohol-Related diagnoses (see Diagnostic list) and a validated symptom measure for the treatment index visit,Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,MUSE1,NA,CollaboRATE Shared Decision Making Score,"CollaboRATE is a patient-reported measure of shared decision making. CollaboRATE provides a performance score representing the percentage of respondents who experience a high level of shared decision making. 
The four items include: 
1) How much effort was made to help you understand your health issues? 
2) How much effort was made to listen to the things that matter most to you about your health issues? 
3) How much effort was made to include what matters most to you in choosing what to do next?      4) How much effort was made to explain whether treatment options are effective or not?
Each item response is given on a 10-point scale, from 0 (No effort was made) to 9 (Every effort was made). The CollaboRATE Shared Decision Making Score represents the proportion of top box scores, i.e. the proportion of all responses with scores of 9 for each of the four collaboRATE items. Patient must answer all 4 questions with a “top box” score in order to be numerator compliant. If a patient does not answer one of the four questions, this would not meet the intent of the measure. CollaboRATE was developed to be generic and was designed so that it could apply to all clinical encounters, irrespective of medical condition or patient group.",Top box scores (rating of 9 out of 9 on all four collaboRATE items).,"The denominator consists of all patients who complete the four CollaboRATE items, regardless of their responses. These may include patients of any demographic or medical background, as the measure is generic and applicable to a variety of clinical situations.",Person and Caregiver Centered Experience and Outcomes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,NPQR11,NA,Rate of communicating results of an amended report with a major discrepancy to the responsible provider,Rate of communicating to the responsible provider the results of diagnostic reports that were amended due to a major discrepancy.,"The number of reports where the responsible provider was notified of an amended anatomic pathology report due to a major discrepancy in the original report via secure electronic transmission, such as text messaging, messaging through Laboratory Information Systems, Electronic Health Records systems, or phone within five business days. A major diagnostic discrepancy is defined as one causing potential major harm to/impact on patient care. Examples of major discrepancies are; missed malignancy, over-diagnosis of malignancy and/or high-grade dysplasia, misclassification of malignancy or margin status that (typically) results in a treatment change. A minor diagnostic discrepancy is defined as a potential minor harm to/impact on patient care. Examples of minor discrepancies are; misclassification of a colon polyp resulting in change in follow-up, basal cell versus squamous cell carcinoma, Gleason grade/extent of prostate cancer not resulting in change in treatment.","All anatomic pathology reports where a major discrepancy has been noted in the original report and the report is amended with the correct information. A major diagnostic discrepancy is defined as one causing potential major harm to/impact on patient care. Examples of major discrepancies are; missed malignancy, over-diagnosis of malignancy and/or high-grade dysplasia, misclassification of malignancy or margin status that (typically) results in a treatment change. A minor diagnostic discrepancy is defined as a potential minor harm to/impact on patient care. Examples of minor discrepancies are; misclassification of a colon polyp resulting in change in follow-up, basal cell versus squamous cell carcinoma, Gleason grade/extent of prostate cancer not resulting in change in treatment.",Communication and Care Coordination,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,OBERD32,NA,Quality of Life - Physical Health Outcomes by Oberd,"Calculation of the percent of patients who meet the minimally clinically important difference (MCID) thresholds for improvement in quality of life (QoL) physical component score from patient-reported outcomes assessments (VR-12, SF-12, SF-36, PROMIS Global 10 or equivalent Computer Adaptive Test (CAT) assessment, if available) following a spine surgical intervention (cervical or lumbar)",Number of patients whose follow-up QoL Physical Component Score has a clinical improvement (improvement meets or exceeds the Minimally Clinically Important Difference (MCID) of the questionnaire in use) at least 6 months after the intervention.,"Any patient ≥18 years of age (at the time of surgery) who underwent a spinal fusion procedure using any method. 

Spinal fusion and 6-MONTH follow-up time point window must occur during reporting period of Jan. 1, 20xx - Dec. 31, 20xx.",Person and Caregiver Centered Experience and Outcomes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,QOPI27,NA,Appropriate Antiemetic Therapy for High- and Moderate-Emetic Risk Antineoplastic Agents,Percentage of cancer patients aged ≥18 years treated with high- or moderate-emetic risk antineoplastic agents who are administered appropriate pre-treatment antiemetic therapy,"Numerator Criteria 1: Patients who are administered prior to treatment a four-drug combination of a neurokinin 1 (NK1) receptor antagonist, a serotonin (5-HT3) receptor antagonist, dexamethasone, and olanzapine 

Numerator Criteria 2: Patients who are administered prior to treatment a two-drug combination of a 5-HT3 receptor antagonist, and dexamethasone","Denominator Criteria 1: All patients aged ≥18 years diagnosed with cancer who receive high-emetic risk antineoplastic agents during cycle 1 of the patient’s first chemotherapy regimen

Denominator Criteria 2: All patients aged ≥18 years diagnosed with cancer who receive moderate-emetic risk antineoplastic agents during cycle 1 of the patient’s first chemotherapy regimen

Denominator Guidance:
For guidance on determining emetic risk, please refer to Table 1, Emetic Risk of Single Intravenous Antineoplastic Agents in Adults (Hesketh, P.J., K. Bohlke, and M.G. Kris, Antiemetics: American Society of Clinical Oncology Clinical Practice Guideline Update Summary. J Oncol Pract, 2017. 13(12): p. 825-830)",Effective Clinical Care,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE
NA,NA,NA,NA,RPAQIR9,NA,Advance Care Planning (Pediatric Kidney Disease),Percentage of patients aged 17 years and younger with a diagnosis of ESRD on hemodialysis or peritoneal dialysis for whom there is documentation of a discussion regarding advance care planning.,Patients for whom there is documentation of a discussion regarding advance care planning.,All patients aged 17 years and younger with a diagnosis of ESRD on hemodialysis or peritoneal dialysis.,Communication and Care Coordination,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
NA,NA,NA,NA,USWR23,NA,Non Invasive Arterial Assessment of patients with lower extremity wounds or ulcers for determination of healing potential,"Percentage of patients aged 18 years or older with a non healing lower extremity wounds or ulcers that underwent a non-invasive arterial assessment once in a 12 month period, stratified by severity of arterial disease (as measured via ABI, perfusion pressure, or transcutaneous oximetry) .

There are four rates reported for this measure. The four rates will be risk stratified into three buckets which are the following:
1.	No evidence of arterial disease and ischemia is not a contributor to non-healing
2.	Possible arterial compromise (possible reduced flow), but the patient may still be able to heal the wound(s) or ulcer(s) and does not require referral to a vascular specialist.
3.	Evidence of arterial disease- patient should be referred to specialist for vascular assessment if not currently in the care of a vascular expert. Ischemia may be the reason the patient has failed to heal.
4.	The average of the three risk stratified buckets which will be the performance rate in the JSON XML submitted.","All patients with lower extremity DFU, VLU and pressure ulcers and all chronic wounds of the lower extremity that have been non-healing for >30 days (e.g. surgical and traumatic) that underwent a non-invasive baseline vascular assessment once in a 12 month period.","All patients with lower extremity DFU, VLU and pressure ulcers and all chronic wounds of the lower extremity that have been non-healing for >30 days (e.g. surgical and traumatic)  Definition Provided: It can be 30 days by patient history or 30 days of observed care.  The doctors currently reporting this are wound management experts and the average duration of a wound by history when they first see a patient is 100 days.",Effective Clinical Care,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE
NA,NA,NA,NA,NA,HOU,Housing Status,Percentage of consumers in 10 categories of living situation,"The number of consumers in each living situation based on their most recent assessment or on the most recent available information on record during the measurement period.  For people with two or more living situations during the measurement period (one half year), report only the last known living situation.  The last assessment could occur at admission, discharge, or at some point during treatment.second measurement period.   Note:  The intention here is to continue reporting on the URS or MHBG tables as has been done in the past.  Hence, if a person is only seen in the first measurement period, they will be excluded from the count in the second measurement period.",The number of consumers seen during each measurement period,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE
NA,NA,NA,NA,NA,I-EVAL,Time to Initial Evaluation,Metric #1: The percentage of new consumers with initial evaluation provided within 10 business days of first contactMetric #2: The mean number of days until initial evaluation for new consumers,The number of consumers in the eligible population who received an initial evaluation within 10 business days of the first contact with the provider entity during the measurement year. Note: The measurement period for the numerator is the measurement year. Numerator 2. The total number of days between first contact and initial evaluation for all members of the eligible population seen at the provider entity during the measurement year  Note: The measurement period for the numerator is the measurement year.  Any who received an initial evaluation after the last day of the measurement year are treated as having been evaluated 31 days after initial contact.,The number of consumers in the eligible population (Section C)Note: The measurement period for the denominator is the measurement year excluding the last 30 days of the measurement year and including the 6 months preceding the measurement year. Denominator 2. The number of consumers in the eligible population (Section C)Note: The measurement period for the denominator is the measurement year excluding the last month of the measurement year and including the 6 months preceding the measurement year.,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE
